fname,vid,fid
./validation/S02/c006/img1/000135.jpg,2,34
./validation/S02/c006/img1/000136.jpg,2,35
./validation/S02/c006/img1/000137.jpg,2,36
./validation/S02/c006/img1/000138.jpg,2,37
./validation/S02/c006/img1/000139.jpg,2,38
./validation/S02/c006/img1/000140.jpg,2,39
./validation/S02/c006/img1/000141.jpg,2,40
./validation/S02/c006/img1/000142.jpg,2,41
./validation/S02/c006/img1/000143.jpg,2,42
./validation/S02/c006/img1/000144.jpg,2,43
./validation/S02/c006/img1/000145.jpg,2,44
./validation/S02/c006/img1/000146.jpg,2,45
./validation/S02/c006/img1/000147.jpg,2,46
./validation/S02/c006/img1/000148.jpg,2,47
./validation/S02/c006/img1/000149.jpg,2,48
./validation/S02/c006/img1/000150.jpg,2,49
./validation/S02/c006/img1/000151.jpg,3,0
./validation/S02/c006/img1/000152.jpg,3,1
./validation/S02/c006/img1/000153.jpg,3,2
./validation/S02/c006/img1/000154.jpg,3,3
./validation/S02/c006/img1/000155.jpg,3,4
./validation/S02/c006/img1/000156.jpg,3,5
./validation/S02/c006/img1/000157.jpg,3,6
./validation/S02/c006/img1/000158.jpg,3,7
./validation/S02/c006/img1/000159.jpg,3,8
./validation/S02/c006/img1/000160.jpg,3,9
./validation/S02/c006/img1/000161.jpg,3,10
./validation/S02/c006/img1/000162.jpg,3,11
./validation/S02/c006/img1/000163.jpg,3,12
./validation/S02/c006/img1/000164.jpg,3,13
./validation/S02/c006/img1/000165.jpg,3,14
./validation/S02/c006/img1/000166.jpg,3,15
./validation/S02/c006/img1/000167.jpg,3,16
./validation/S02/c006/img1/000168.jpg,3,17
./validation/S02/c006/img1/000169.jpg,3,18
./validation/S02/c006/img1/000170.jpg,3,19
./validation/S02/c006/img1/000171.jpg,3,20
./validation/S02/c006/img1/000172.jpg,3,21
./validation/S02/c006/img1/000173.jpg,3,22
./validation/S02/c006/img1/000174.jpg,3,23
./validation/S02/c006/img1/000175.jpg,3,24
./validation/S02/c006/img1/000176.jpg,3,25
./validation/S02/c006/img1/000177.jpg,3,26
./validation/S02/c006/img1/000178.jpg,3,27
./validation/S02/c006/img1/000179.jpg,3,28
./validation/S02/c006/img1/000180.jpg,3,29
./validation/S02/c006/img1/000181.jpg,3,30
./validation/S02/c006/img1/000182.jpg,3,31
./validation/S02/c006/img1/000183.jpg,3,32
./validation/S02/c006/img1/000184.jpg,3,33
./validation/S02/c006/img1/000185.jpg,3,34
./validation/S02/c006/img1/000186.jpg,3,35
./validation/S02/c006/img1/000187.jpg,3,36
./validation/S02/c006/img1/000188.jpg,3,37
./validation/S02/c006/img1/000189.jpg,3,38
./validation/S02/c006/img1/000190.jpg,3,39
./validation/S02/c006/img1/000191.jpg,3,40
./validation/S02/c006/img1/000192.jpg,3,41
./validation/S02/c006/img1/000193.jpg,3,42
./validation/S02/c006/img1/000194.jpg,3,43
./validation/S02/c006/img1/000195.jpg,3,44
./validation/S02/c006/img1/000196.jpg,3,45
./validation/S02/c006/img1/000197.jpg,3,46
./validation/S02/c006/img1/000198.jpg,3,47
./validation/S02/c006/img1/000199.jpg,3,48
./validation/S02/c006/img1/000200.jpg,3,49
./validation/S02/c006/img1/000201.jpg,4,0
./validation/S02/c006/img1/000202.jpg,4,1
./validation/S02/c006/img1/000203.jpg,4,2
./validation/S02/c006/img1/000204.jpg,4,3
./validation/S02/c006/img1/000205.jpg,4,4
./validation/S02/c006/img1/000206.jpg,4,5
./validation/S02/c006/img1/000207.jpg,4,6
./validation/S02/c006/img1/000208.jpg,4,7
./validation/S02/c006/img1/000209.jpg,4,8
./validation/S02/c006/img1/000210.jpg,4,9
./validation/S02/c006/img1/000211.jpg,4,10
./validation/S02/c006/img1/000212.jpg,4,11
./validation/S02/c006/img1/000213.jpg,4,12
./validation/S02/c006/img1/000214.jpg,4,13
./validation/S02/c006/img1/000215.jpg,4,14
./validation/S02/c006/img1/000216.jpg,4,15
./validation/S02/c006/img1/000217.jpg,4,16
./validation/S02/c006/img1/000218.jpg,4,17
./validation/S02/c006/img1/000219.jpg,4,18
./validation/S02/c006/img1/000220.jpg,4,19
./validation/S02/c006/img1/000221.jpg,4,20
./validation/S02/c006/img1/000222.jpg,4,21
./validation/S02/c006/img1/000223.jpg,4,22
./validation/S02/c006/img1/000224.jpg,4,23
./validation/S02/c006/img1/000225.jpg,4,24
./validation/S02/c006/img1/000226.jpg,4,25
./validation/S02/c006/img1/000227.jpg,4,26
./validation/S02/c006/img1/000228.jpg,4,27
./validation/S02/c006/img1/000229.jpg,4,28
./validation/S02/c006/img1/000230.jpg,4,29
./validation/S02/c006/img1/000231.jpg,4,30
./validation/S02/c006/img1/000232.jpg,4,31
./validation/S02/c006/img1/000233.jpg,4,32
./validation/S02/c006/img1/000234.jpg,4,33
./validation/S02/c006/img1/000235.jpg,4,34
./validation/S02/c006/img1/000236.jpg,4,35
./validation/S02/c006/img1/000237.jpg,4,36
./validation/S02/c006/img1/000238.jpg,4,37
./validation/S02/c006/img1/000239.jpg,4,38
./validation/S02/c006/img1/000240.jpg,4,39
./validation/S02/c006/img1/000241.jpg,4,40
./validation/S02/c006/img1/000242.jpg,4,41
./validation/S02/c006/img1/000243.jpg,4,42
./validation/S02/c006/img1/000244.jpg,4,43
./validation/S02/c006/img1/000245.jpg,4,44
./validation/S02/c006/img1/000246.jpg,4,45
./validation/S02/c006/img1/000247.jpg,4,46
./validation/S02/c006/img1/000248.jpg,4,47
./validation/S02/c006/img1/000249.jpg,4,48
./validation/S02/c006/img1/000250.jpg,4,49
./validation/S02/c006/img1/000251.jpg,5,0
./validation/S02/c006/img1/000252.jpg,5,1
./validation/S02/c006/img1/000253.jpg,5,2
./validation/S02/c006/img1/000254.jpg,5,3
./validation/S02/c006/img1/000255.jpg,5,4
./validation/S02/c006/img1/000256.jpg,5,5
./validation/S02/c006/img1/000257.jpg,5,6
./validation/S02/c006/img1/000258.jpg,5,7
./validation/S02/c006/img1/000259.jpg,5,8
./validation/S02/c006/img1/000260.jpg,5,9
./validation/S02/c006/img1/000261.jpg,5,10
./validation/S02/c006/img1/000262.jpg,5,11
./validation/S02/c006/img1/000263.jpg,5,12
./validation/S02/c006/img1/000264.jpg,5,13
./validation/S02/c006/img1/000265.jpg,5,14
./validation/S02/c006/img1/000266.jpg,5,15
./validation/S02/c006/img1/000267.jpg,5,16
./validation/S02/c006/img1/000268.jpg,5,17
./validation/S02/c006/img1/000269.jpg,5,18
./validation/S02/c006/img1/000270.jpg,5,19
./validation/S02/c006/img1/000271.jpg,5,20
./validation/S02/c006/img1/000272.jpg,5,21
./validation/S02/c006/img1/000273.jpg,5,22
./validation/S02/c006/img1/000274.jpg,5,23
./validation/S02/c006/img1/000275.jpg,5,24
./validation/S02/c006/img1/000276.jpg,5,25
./validation/S02/c006/img1/000277.jpg,5,26
./validation/S02/c006/img1/000278.jpg,5,27
./validation/S02/c006/img1/000279.jpg,5,28
./validation/S02/c006/img1/000280.jpg,5,29
./validation/S02/c006/img1/000281.jpg,5,30
./validation/S02/c006/img1/000282.jpg,5,31
./validation/S02/c006/img1/000283.jpg,5,32
./validation/S02/c006/img1/000284.jpg,5,33
./validation/S02/c006/img1/000285.jpg,5,34
./validation/S02/c006/img1/000286.jpg,5,35
./validation/S02/c006/img1/000287.jpg,5,36
./validation/S02/c006/img1/000288.jpg,5,37
./validation/S02/c006/img1/000289.jpg,5,38
./validation/S02/c006/img1/000290.jpg,5,39
./validation/S02/c006/img1/000291.jpg,5,40
./validation/S02/c006/img1/000292.jpg,5,41
./validation/S02/c006/img1/000293.jpg,5,42
./validation/S02/c006/img1/000294.jpg,5,43
./validation/S02/c006/img1/000295.jpg,5,44
./validation/S02/c006/img1/000296.jpg,5,45
./validation/S02/c006/img1/000297.jpg,5,46
./validation/S02/c006/img1/000298.jpg,5,47
./validation/S02/c006/img1/000299.jpg,5,48
./validation/S02/c006/img1/000300.jpg,5,49
./validation/S02/c006/img1/000301.jpg,6,0
./validation/S02/c006/img1/000302.jpg,6,1
./validation/S02/c006/img1/000303.jpg,6,2
./validation/S02/c006/img1/000304.jpg,6,3
./validation/S02/c006/img1/000305.jpg,6,4
./validation/S02/c006/img1/000306.jpg,6,5
./validation/S02/c006/img1/000307.jpg,6,6
./validation/S02/c006/img1/000308.jpg,6,7
./validation/S02/c006/img1/000309.jpg,6,8
./validation/S02/c006/img1/000310.jpg,6,9
./validation/S02/c006/img1/000311.jpg,6,10
./validation/S02/c006/img1/000312.jpg,6,11
./validation/S02/c006/img1/000313.jpg,6,12
./validation/S02/c006/img1/000314.jpg,6,13
./validation/S02/c006/img1/000315.jpg,6,14
./validation/S02/c006/img1/000316.jpg,6,15
./validation/S02/c006/img1/000317.jpg,6,16
./validation/S02/c006/img1/000318.jpg,6,17
./validation/S02/c006/img1/000319.jpg,6,18
./validation/S02/c006/img1/000320.jpg,6,19
./validation/S02/c006/img1/000321.jpg,6,20
./validation/S02/c006/img1/000322.jpg,6,21
./validation/S02/c006/img1/000323.jpg,6,22
./validation/S02/c006/img1/000324.jpg,6,23
./validation/S02/c006/img1/000325.jpg,6,24
./validation/S02/c006/img1/000326.jpg,6,25
./validation/S02/c006/img1/000327.jpg,6,26
./validation/S02/c006/img1/000328.jpg,6,27
./validation/S02/c006/img1/000329.jpg,6,28
./validation/S02/c006/img1/000330.jpg,6,29
./validation/S02/c006/img1/000331.jpg,6,30
./validation/S02/c006/img1/000332.jpg,6,31
./validation/S02/c006/img1/000333.jpg,6,32
./validation/S02/c006/img1/000334.jpg,6,33
./validation/S02/c006/img1/000335.jpg,6,34
./validation/S02/c006/img1/000336.jpg,6,35
./validation/S02/c006/img1/000337.jpg,6,36
./validation/S02/c006/img1/000338.jpg,6,37
./validation/S02/c006/img1/000339.jpg,6,38
./validation/S02/c006/img1/000340.jpg,6,39
./validation/S02/c006/img1/000341.jpg,6,40
./validation/S02/c006/img1/000342.jpg,6,41
./validation/S02/c006/img1/000343.jpg,6,42
./validation/S02/c006/img1/000344.jpg,6,43
./validation/S02/c006/img1/000345.jpg,6,44
./validation/S02/c006/img1/000346.jpg,6,45
./validation/S02/c006/img1/000347.jpg,6,46
./validation/S02/c006/img1/000348.jpg,6,47
./validation/S02/c006/img1/000349.jpg,6,48
./validation/S02/c006/img1/000350.jpg,6,49
./validation/S02/c006/img1/000351.jpg,7,0
./validation/S02/c006/img1/000352.jpg,7,1
./validation/S02/c006/img1/000353.jpg,7,2
./validation/S02/c006/img1/000354.jpg,7,3
./validation/S02/c006/img1/000355.jpg,7,4
./validation/S02/c006/img1/000356.jpg,7,5
./validation/S02/c006/img1/000357.jpg,7,6
./validation/S02/c006/img1/000358.jpg,7,7
./validation/S02/c006/img1/000359.jpg,7,8
./validation/S02/c006/img1/000360.jpg,7,9
./validation/S02/c006/img1/000361.jpg,7,10
./validation/S02/c006/img1/000362.jpg,7,11
./validation/S02/c006/img1/000363.jpg,7,12
./validation/S02/c006/img1/000364.jpg,7,13
./validation/S02/c006/img1/000365.jpg,7,14
./validation/S02/c006/img1/000366.jpg,7,15
./validation/S02/c006/img1/000367.jpg,7,16
./validation/S02/c006/img1/000368.jpg,7,17
./validation/S02/c006/img1/000369.jpg,7,18
./validation/S02/c006/img1/000370.jpg,7,19
./validation/S02/c006/img1/000371.jpg,7,20
./validation/S02/c006/img1/000372.jpg,7,21
./validation/S02/c006/img1/000373.jpg,7,22
./validation/S02/c006/img1/000374.jpg,7,23
./validation/S02/c006/img1/000384.jpg,7,33
./validation/S02/c006/img1/000385.jpg,7,34
./validation/S02/c006/img1/000386.jpg,7,35
./validation/S02/c006/img1/000387.jpg,7,36
./validation/S02/c006/img1/000388.jpg,7,37
./validation/S02/c006/img1/000389.jpg,7,38
./validation/S02/c006/img1/000390.jpg,7,39
./validation/S02/c006/img1/000391.jpg,7,40
./validation/S02/c006/img1/000392.jpg,7,41
./validation/S02/c006/img1/000393.jpg,7,42
./validation/S02/c006/img1/000394.jpg,7,43
./validation/S02/c006/img1/000395.jpg,7,44
./validation/S02/c006/img1/000396.jpg,7,45
./validation/S02/c006/img1/000397.jpg,7,46
./validation/S02/c006/img1/000398.jpg,7,47
./validation/S02/c006/img1/000399.jpg,7,48
./validation/S02/c006/img1/000400.jpg,7,49
./validation/S02/c006/img1/000401.jpg,8,0
./validation/S02/c006/img1/000402.jpg,8,1
./validation/S02/c006/img1/000403.jpg,8,2
./validation/S02/c006/img1/000404.jpg,8,3
./validation/S02/c006/img1/000405.jpg,8,4
./validation/S02/c006/img1/000406.jpg,8,5
./validation/S02/c006/img1/000407.jpg,8,6
./validation/S02/c006/img1/000408.jpg,8,7
./validation/S02/c006/img1/000409.jpg,8,8
./validation/S02/c006/img1/000410.jpg,8,9
./validation/S02/c006/img1/000411.jpg,8,10
./validation/S02/c006/img1/000412.jpg,8,11
./validation/S02/c006/img1/000413.jpg,8,12
./validation/S02/c006/img1/000414.jpg,8,13
./validation/S02/c006/img1/000415.jpg,8,14
./validation/S02/c006/img1/000416.jpg,8,15
./validation/S02/c006/img1/000417.jpg,8,16
./validation/S02/c006/img1/000418.jpg,8,17
./validation/S02/c006/img1/000419.jpg,8,18
./validation/S02/c006/img1/000420.jpg,8,19
./validation/S02/c006/img1/000421.jpg,8,20
./validation/S02/c006/img1/000422.jpg,8,21
./validation/S02/c006/img1/000423.jpg,8,22
./validation/S02/c006/img1/000424.jpg,8,23
./validation/S02/c006/img1/000425.jpg,8,24
./validation/S02/c006/img1/000426.jpg,8,25
./validation/S02/c006/img1/000427.jpg,8,26
./validation/S02/c006/img1/000428.jpg,8,27
./validation/S02/c006/img1/000429.jpg,8,28
./validation/S02/c006/img1/000430.jpg,8,29
./validation/S02/c006/img1/000431.jpg,8,30
./validation/S02/c006/img1/000432.jpg,8,31
./validation/S02/c006/img1/000433.jpg,8,32
./validation/S02/c006/img1/000434.jpg,8,33
./validation/S02/c006/img1/000435.jpg,8,34
./validation/S02/c006/img1/000436.jpg,8,35
./validation/S02/c006/img1/000452.jpg,9,1
./validation/S02/c006/img1/000453.jpg,9,2
./validation/S02/c006/img1/000454.jpg,9,3
./validation/S02/c006/img1/000455.jpg,9,4
./validation/S02/c006/img1/000456.jpg,9,5
./validation/S02/c006/img1/000457.jpg,9,6
./validation/S02/c006/img1/000458.jpg,9,7
./validation/S02/c006/img1/000459.jpg,9,8
./validation/S02/c006/img1/000460.jpg,9,9
./validation/S02/c006/img1/000461.jpg,9,10
./validation/S02/c006/img1/000462.jpg,9,11
./validation/S02/c006/img1/000463.jpg,9,12
./validation/S02/c006/img1/000464.jpg,9,13
./validation/S02/c006/img1/000465.jpg,9,14
./validation/S02/c006/img1/000466.jpg,9,15
./validation/S02/c006/img1/000467.jpg,9,16
./validation/S02/c006/img1/000468.jpg,9,17
./validation/S02/c006/img1/000469.jpg,9,18
./validation/S02/c006/img1/000470.jpg,9,19
./validation/S02/c006/img1/000471.jpg,9,20
./validation/S02/c006/img1/000472.jpg,9,21
./validation/S02/c006/img1/000473.jpg,9,22
./validation/S02/c006/img1/000474.jpg,9,23
./validation/S02/c006/img1/000475.jpg,9,24
./validation/S02/c006/img1/000476.jpg,9,25
./validation/S02/c006/img1/000477.jpg,9,26
./validation/S02/c006/img1/000478.jpg,9,27
./validation/S02/c006/img1/000479.jpg,9,28
./validation/S02/c006/img1/000480.jpg,9,29
./validation/S02/c006/img1/000481.jpg,9,30
./validation/S02/c006/img1/000482.jpg,9,31
./validation/S02/c006/img1/000483.jpg,9,32
./validation/S02/c006/img1/000484.jpg,9,33
./validation/S02/c006/img1/000485.jpg,9,34
./validation/S02/c006/img1/000486.jpg,9,35
./validation/S02/c006/img1/000487.jpg,9,36
./validation/S02/c006/img1/000488.jpg,9,37
./validation/S02/c006/img1/000489.jpg,9,38
./validation/S02/c006/img1/000490.jpg,9,39
./validation/S02/c006/img1/000491.jpg,9,40
./validation/S02/c006/img1/000492.jpg,9,41
./validation/S02/c006/img1/000493.jpg,9,42
./validation/S02/c006/img1/000494.jpg,9,43
./validation/S02/c006/img1/000495.jpg,9,44
./validation/S02/c006/img1/000496.jpg,9,45
./validation/S02/c006/img1/000497.jpg,9,46
./validation/S02/c006/img1/000498.jpg,9,47
./validation/S02/c006/img1/000499.jpg,9,48
./validation/S02/c006/img1/000500.jpg,9,49
./validation/S02/c006/img1/000501.jpg,10,0
./validation/S02/c006/img1/000502.jpg,10,1
./validation/S02/c006/img1/000503.jpg,10,2
./validation/S02/c006/img1/000504.jpg,10,3
./validation/S02/c006/img1/000505.jpg,10,4
./validation/S02/c006/img1/000506.jpg,10,5
./validation/S02/c006/img1/000507.jpg,10,6
./validation/S02/c006/img1/000508.jpg,10,7
./validation/S02/c006/img1/000509.jpg,10,8
./validation/S02/c006/img1/000510.jpg,10,9
./validation/S02/c006/img1/000511.jpg,10,10
./validation/S02/c006/img1/000512.jpg,10,11
./validation/S02/c006/img1/000513.jpg,10,12
./validation/S02/c006/img1/000514.jpg,10,13
./validation/S02/c006/img1/000515.jpg,10,14
./validation/S02/c006/img1/000516.jpg,10,15
./validation/S02/c006/img1/000517.jpg,10,16
./validation/S02/c006/img1/000518.jpg,10,17
./validation/S02/c006/img1/000519.jpg,10,18
./validation/S02/c006/img1/000520.jpg,10,19
./validation/S02/c006/img1/000521.jpg,10,20
./validation/S02/c006/img1/000522.jpg,10,21
./validation/S02/c006/img1/000523.jpg,10,22
./validation/S02/c006/img1/000524.jpg,10,23
./validation/S02/c006/img1/000525.jpg,10,24
./validation/S02/c006/img1/000526.jpg,10,25
./validation/S02/c006/img1/000527.jpg,10,26
./validation/S02/c006/img1/000528.jpg,10,27
./validation/S02/c006/img1/000529.jpg,10,28
./validation/S02/c006/img1/000530.jpg,10,29
./validation/S02/c006/img1/000531.jpg,10,30
./validation/S02/c006/img1/000532.jpg,10,31
./validation/S02/c006/img1/000533.jpg,10,32
./validation/S02/c006/img1/000534.jpg,10,33
./validation/S02/c006/img1/000535.jpg,10,34
./validation/S02/c006/img1/000536.jpg,10,35
./validation/S02/c006/img1/000537.jpg,10,36
./validation/S02/c006/img1/000538.jpg,10,37
./validation/S02/c006/img1/000539.jpg,10,38
./validation/S02/c006/img1/000540.jpg,10,39
./validation/S02/c006/img1/000541.jpg,10,40
./validation/S02/c006/img1/000542.jpg,10,41
./validation/S02/c006/img1/000543.jpg,10,42
./validation/S02/c006/img1/000544.jpg,10,43
./validation/S02/c006/img1/000545.jpg,10,44
./validation/S02/c006/img1/000598.jpg,11,47
./validation/S02/c006/img1/000599.jpg,11,48
./validation/S02/c006/img1/000600.jpg,11,49
./validation/S02/c006/img1/000601.jpg,12,0
./validation/S02/c006/img1/000602.jpg,12,1
./validation/S02/c006/img1/000603.jpg,12,2
./validation/S02/c006/img1/000604.jpg,12,3
./validation/S02/c006/img1/000605.jpg,12,4
./validation/S02/c006/img1/000606.jpg,12,5
./validation/S02/c006/img1/000607.jpg,12,6
./validation/S02/c006/img1/000608.jpg,12,7
./validation/S02/c006/img1/000609.jpg,12,8
./validation/S02/c006/img1/000610.jpg,12,9
./validation/S02/c006/img1/000611.jpg,12,10
./validation/S02/c006/img1/000612.jpg,12,11
./validation/S02/c006/img1/000613.jpg,12,12
./validation/S02/c006/img1/000614.jpg,12,13
./validation/S02/c006/img1/000615.jpg,12,14
./validation/S02/c006/img1/000616.jpg,12,15
./validation/S02/c006/img1/000617.jpg,12,16
./validation/S02/c006/img1/000618.jpg,12,17
./validation/S02/c006/img1/000619.jpg,12,18
./validation/S02/c006/img1/000620.jpg,12,19
./validation/S02/c006/img1/000621.jpg,12,20
./validation/S02/c006/img1/000622.jpg,12,21
./validation/S02/c006/img1/000623.jpg,12,22
./validation/S02/c006/img1/000624.jpg,12,23
./validation/S02/c006/img1/000625.jpg,12,24
./validation/S02/c006/img1/000626.jpg,12,25
./validation/S02/c006/img1/000627.jpg,12,26
./validation/S02/c006/img1/000628.jpg,12,27
./validation/S02/c006/img1/000629.jpg,12,28
./validation/S02/c006/img1/000630.jpg,12,29
./validation/S02/c006/img1/000631.jpg,12,30
./validation/S02/c006/img1/000632.jpg,12,31
./validation/S02/c006/img1/000633.jpg,12,32
./validation/S02/c006/img1/000634.jpg,12,33
./validation/S02/c006/img1/000635.jpg,12,34
./validation/S02/c006/img1/000636.jpg,12,35
./validation/S02/c006/img1/000637.jpg,12,36
./validation/S02/c006/img1/000638.jpg,12,37
./validation/S02/c006/img1/000639.jpg,12,38
./validation/S02/c006/img1/000640.jpg,12,39
./validation/S02/c006/img1/000641.jpg,12,40
./validation/S02/c006/img1/000642.jpg,12,41
./validation/S02/c006/img1/000643.jpg,12,42
./validation/S02/c006/img1/000644.jpg,12,43
./validation/S02/c006/img1/000645.jpg,12,44
./validation/S02/c006/img1/000646.jpg,12,45
./validation/S02/c006/img1/000647.jpg,12,46
./validation/S02/c006/img1/000648.jpg,12,47
./validation/S02/c006/img1/000649.jpg,12,48
./validation/S02/c006/img1/000650.jpg,12,49
./validation/S02/c006/img1/000651.jpg,13,0
./validation/S02/c006/img1/000652.jpg,13,1
./validation/S02/c006/img1/000653.jpg,13,2
./validation/S02/c006/img1/000654.jpg,13,3
./validation/S02/c006/img1/000655.jpg,13,4
./validation/S02/c006/img1/000656.jpg,13,5
./validation/S02/c006/img1/000657.jpg,13,6
./validation/S02/c006/img1/000658.jpg,13,7
